CASE NUMBER,CRIME TYPE,INCIDENT DATE,STATUS,STREET,CITY,STATE
093G12474,OTHER,24-JUL-09,CAPTURED,507 DOLPHIN ST.,BALTIMORE,MD
092G12274,ARMED ROBBERY,23-JUL-09,CAPTURED,800 N.PATTERSON PARK AVE,BALTIMORE,MD
098G10857,ARMED ROBBERY,21-JUL-09,CAPTURED,2900 RIGGS,BALTIMORE,MD
093G10938,RAPE,21-JUL-09,CAPTURED,2103 SOUTHERN AVE,BALTIMORE,MD
091G10624,UNARMED ROBBERY,21-JUL-09,CAPTURED,800 WASH. BLVD,BALTIMORE,MD
098G10595,ARMED ROBBERY,20-JUL-09,CAPTURED,2551 W. LOMBARD ST,BALTIMORE,MD
096G10029,AGGRAVATED ASSAULT,19-JUL-09,CAPTURED,2845 ROLLING ROAD,WINDSOR MILL,MD
093G08628,ARMED ROBBERY,17-JUL-09,CAPTURED,430 E. 22ND STREET,BALTIMORE,MD
098G7738,ARMED ROBBERY,15-JUL-09,CAPTURED,3329 BRIGHTON ST,BALTIMORE,MD
091G6785,UNARMED ROBBERY,13-JUL-09,CAPTURED,904 ARGYLE AVE,BALTIMORE,MD
093G05702,AGGRAVATED ASSAULT,11-JUL-09,CAPTURED,284 MASON COURT,BALTIMORE,MD
095G4599,ARMED ROBBERY,09-JUL-09,CAPTURED,2715 UHLER AVE,BALTIMORE,MD
093G4381,ARMED ROBBERY,09-JUL-09,CAPTURED,3400 PARK HEIGHTS,BALTIMORE,MD
096G02977,OTHER,06-JUL-09,CAPTURED,111 S. LOUDON ST,BALTIMORE,MD
094G2183,AGGRAVATED ASSAULT,05-JUL-09,CAPTURED,11 JOPPAWOOD CT,BALTIMORE,MD
098G00557,OTHER,01-JUL-09,CAPTURED,4210 FAIRFAX AVE APT 5,BALTIMORE,MD
094F15190,RAPE,29-JUN-09,CAPTURED,1813 WALBROOK,BALTIMORE,MD
094F15190,RAPE,29-JUN-09,CAPTURED,200 E. STREET,BALTIMORE,MD
09H0114,HOMICIDE,29-JUN-09,CAPTURED,2840 SISSON ST.,BALTIMORE,MD
094F14950,ARMED ROBBERY,28-JUN-09,CAPTURED,2405 BRIDGEHAMPTON APT D,BALTIMORE,MD
097F14544,ARMED ROBBERY,27-JUN-09,CAPTURED,1410 PENNSYLVANIA. AVE,BALTIMORE,MD
095F14208,ARMED ROBBERY,27-JUN-09,CAPTURED,2300 GREENMOUNT AVE,BALTIMORE,MD
099F14150,ARMED ROBBERY,27-JUN-09,CAPTURED,1213 OSTEND ST,BALTIMORE,MD
092F13728,ARMED ROBBERY,26-JUN-09,CAPTURED,408 N. STREEPER ST,BALTIMORE,MD
095F12920,AGGRAVATED ASSAULT,24-JUN-09,CAPTURED,610 LANIOTAN ROAD,BALTIMORE,MD
091E12789,HOMICIDE,24-JUN-09,CAPTURED,3510 KESWICK AVE,BALTIMORE,MD
096F11827,ARMED ROBBERY,23-JUN-09,CAPTURED,5107 ARBUTUS AVE,BALTIMORE,MD
095F10265,AGGRAVATED ASSAULT,19-JUN-09,CAPTURED,3133 GREENMOUNT AVE,BALTIMORE,MD
096F9736,UNARMED ROBBERY,19-JUN-09,CAPTURED,5400 PARK HEIGHTS,BALTIMORE,MD
094F7340,ARMED ROBBERY,15-JUN-09,CAPTURED,14 DOWLLING CIRCLE APT A3,BALTIMORE,MD
092F7685,UNARMED ROBBERY,15-JUN-09,CAPTURED,725 N. LAKEWOOD,BALTIMORE,MD
093F7385,ARMED ROBBERY,14-JUN-09,CAPTURED,2300 MONUMENT AVE 1,BALTIMORE,MD
094F6756,ARMED ROBBERY,14-JUN-09,CAPTURED,1703 MONTPIELER,BALTIMORE,MD
094F6908,ARMED ROBBERY,13-JUN-09,CAPTURED,3407 DUDLEY,BALTIMORE,MD
094F6890,UNARMED ROBBERY,13-JUN-09,CAPTURED,3321 DUDLEY AVE,BALTIMORE,MD
094F6337,UNARMED ROBBERY,12-JUN-09,CAPTURED,3407 DUDLEY AVE,BALTIMORE,MD
096F05587,AGGRAVATED ASSAULT,11-JUN-09,CAPTURED,119 CARVER ROAD,BALTIMORE,MD
095F02943,OTHER,06-JUN-09,CAPTURED,1300 PENTRIDGE,BALTIMORE,MD
096F1743,UNARMED ROBBERY,04-JUN-09,CAPTURED,301 MCMECHEN ST,BALTIMORE,MD
092F1510,UNARMED ROBBERY,03-JUN-09,CAPTURED,2231 E. BIDDLE ST,BALTIMORE,MD
092F01397,HOMICIDE,03-JUN-09,CAPTURED,240 CHESTER,TURNERS STATION,MD
095F00603,AGGRAVATED ASSAULT,02-JUN-09,CAPTURED,3907 BOTELER ROAD,BALTIMORE,MD
091F00551,UNARMED ROBBERY,02-JUN-09,CAPTURED,2039 MADISON,BALTIMORE,MD
091E15307,ARMED ROBBERY,31-MAY-09,CAPTURED,16 S. SMALLWOOD ST,BALTIMORE,MD
093E14527,ARMED ROBBERY,29-MAY-09,CAPTURED,3100 MCELDERY,BALTIMORE,MD
091E13763,OTHER,28-MAY-09,CAPTURED,2421 BARCLAY ST.,BALTIMORE,MD
091E13763,OTHER,28-MAY-09,CAPTURED,110 BROOKBURY,BALTIMORE,MD
096E13764,ARMED ROBBERY,28-MAY-09,CAPTURED,6109 PARK HEIGHTS,BALTIMORE,MD
093E13323,HOMICIDE,27-MAY-09,CAPTURED,9414 OWING HEIGHTS CIRCLE,BALTIMORE,MD
092E12871,BURGLARY,26-MAY-09,CAPTURED,612 N GLOVER ST,BALTIMORE,MD
095E12671,ARMED ROBBERY,25-MAY-09,CAPTURED,1809 N. PULASKI ST,BALTIMORE,MD
093E12658,ARMED ROBBERY,25-MAY-09,CAPTURED,1324 N. POTOMAC ST,BALTIMORE,MD
093E12658,ARMED ROBBERY,25-MAY-09,CAPTURED,1207 N DECKER ST,BALTIMORE,MD
093E12307,ARMED ROBBERY,25-MAY-09,CAPTURED,400 E. LAFAYETTE,BALTIMORE,MD
095E12271,UNARMED ROBBERY,24-MAY-09,CAPTURED,4415 WASHINGTON BLVD APT 21,BALTIMORE,MD
096E11844,ARMED ROBBERY,23-MAY-09,CAPTURED,3100 WOODLAND AVE,BALTIMORE,MD
095E10224,ARMED ROBBERY,20-MAY-09,CAPTURED,4206 PARK HGHTS AVE,BALTIMORE,MD
094E09758,UNARMED ROBBERY,19-MAY-09,CAPTURED,3812 BONVIEW AVE,BALTIMORE,MD
097E9011,ARMED ROBBERY,18-MAY-09,CAPTURED,1552 N. FULTON AVENUE,BALTIMORE,MD
092E8242,OTHER,16-MAY-09,CAPTURED,3507 FIELDCREEK,BALTIMORE,MD
095E7810,ARMED ROBBERY,15-MAY-09,CAPTURED,1809 N. PULASKI,BALTIMORE,MD
094E06510,ARMED ROBBERY,13-MAY-09,CAPTURED,1541 PENTRIDGE ROAD,BALTIMORE,MD
096E5086,ARMED ROBBERY,10-MAY-09,CAPTURED,1930 PENROSE AVENUE,BALTIMORE,MD
093E4567,AGGRAVATED ASSAULT,09-MAY-09,CAPTURED,2200  BAKER STREET,BALTIMORE,MD
099E05437,ARMED ROBBERY,09-MAY-09,CAPTURED,2500  W. BALTIMORE ST,BALTIMORE,MD
098E3818,HOMICIDE,08-MAY-09,CAPTURED,1327 E NORTH AVE,BALTIMORE,MD
096E02557,ARMED ROBBERY,06-MAY-09,CAPTURED,3032 OAKFORD,BALTIMORE,MD
098E02587,AGGRAVATED ASSAULT,06-MAY-09,CAPTURED,4400 EDMONSON AVE,BALTIMORE,MD
099E02084,SEX OFFENSE,05-MAY-09,CAPTURED,400 FAWCETT,BALTIMORE,MD
098D14639,ARMED ROBBERY,29-APR-09,CAPTURED,300  N. PARRISH ST,BALTIMORE,MD
096D13817,ARMED ROBBERY,28-APR-09,CAPTURED,1 HARNESS CT,BALTIMORE,MD
098D12998,ARMED ROBBERY,26-APR-09,CAPTURED,3600 YENNAR LN,BALTIMORE,MD
094D13520,HOMICIDE,21-APR-09,CAPTURED,5601 LIEDEN AVE,BALTIMORE,MD
097D10097,ARMED ROBBERY,21-APR-09,CAPTURED,2500 W. PRATT ST,BALTIMORE,MD
097D9843,AGGRAVATED ASSAULT,20-APR-09,CAPTURED,2400 KERMIT CT.,BALTIMORE,MD
091D9443,ARMED ROBBERY,19-APR-09,CAPTURED,1500  PRESSTMAN ST,BALTIMORE,MD
094D07928,ARMED ROBBERY,16-APR-09,CAPTURED,4500 NORTHWOOD,BALTIMORE,MD
09R7354,ARMED ROBBERY,15-APR-09,CAPTURED,5513 GERLAND,BALTIMORE,MD
091D05659,UNARMED ROBBERY,12-APR-09,CAPTURED,1717 N. WOLFE ST,BALTIMORE,MD
099D5248,ARMED ROBBERY,11-APR-09,CAPTURED,724 VINE,BALTIMORE,MD
094D4221,UNARMED ROBBERY,09-APR-09,CAPTURED,3349 BELAIR ROAD,BALTIMORE,MD
094D03595,ARMED ROBBERY,07-APR-09,CAPTURED,4100  HICKORY AVE,BALTIMORE,MD
096C3476,ARMED ROBBERY,07-APR-09,CAPTURED,1618 THOMAS AVE,BALTIMORE,MD
096C3476,ARMED ROBBERY,07-APR-09,CAPTURED, 1300  N. LONGWOOD ST,BALTIMORE,MD
093D02976,AGGRAVATED ASSAULT,06-APR-09,CAPTURED, 3 HOGARTH CIR,BALTIMORE,MD
091D02649,ARMED ROBBERY,06-APR-09,CAPTURED, 633 BRICE ST,BALTIMORE,MD
098D2220,ARMED ROBBERY,05-APR-09,CAPTURED,2902 POPLAR TERR.,BALTIMORE,MD
092D02151,UNARMED ROBBERY,04-APR-09,CAPTURED,5200 FRANKFORD AVENUE,BALTIMORE,MD
095D01323,AGGRAVATED ASSAULT,03-APR-09,CAPTURED,538 W. PRESTON ST.,BALTIMORE,MD
091D1279,UNARMED ROBBERY,03-APR-09,CAPTURED, 3409 TERESA COURT,BALTIMORE,MD
092D11590,ARMED ROBBERY,03-APR-09,CAPTURED,1817 SPRING AVENUE,BALTIMORE,MD
094D01136,OTHER,02-APR-09,CAPTURED,6901 Security Blvd,BALTIMORE,MD
091D0898,ARMED ROBBERY,02-APR-09,CAPTURED,528 N. ROBINSON ST.,BALTIMORE,MD
099C14874,AGGRAVATED ASSAULT,31-MAR-09,CAPTURED,212 COLLINS AVE,BALTIMORE,MD
091C14722,UNARMED ROBBERY,31-MAR-09,CAPTURED,9 S CULVER,BALTIMORE,MD
099C10717,ARMED ROBBERY,23-MAR-09,CAPTURED, 4501 CURTIS AVE,BALTIMORE,MD
7C10456,AGGRAVATED ASSAULT,23-MAR-09,CAPTURED,1402E. LANVALE ST,BALTIMORE,MD
09C10090,ARMED ROBBERY,22-MAR-09,CAPTURED,438 FURROW ST.,BALTIMORE,MD
091C9598,UNARMED ROBBERY,21-MAR-09,CAPTURED,1108 LAURENS ST,BALTIMORE,MD
095D9881,UNARMED ROBBERY,20-MAR-09,CAPTURED,2601 FRANCIS ST,BALTIMORE,MD
092C08899,AGGRAVATED ASSAULT,19-MAR-09,CAPTURED,1903 MONROE,BALTIMORE,MD
091C08878,UNARMED ROBBERY,19-MAR-09,CAPTURED,115 N. POPPELTON,BALTIMORE,MD
095C6250,ARMED ROBBERY,14-MAR-09,CAPTURED,526 E. 23RD STREET,BALTIMORE,MD
098C04488,AGGRAVATED ASSAULT,11-MAR-09,CAPTURED,1211 LITTLE BROOK APT H,FREDERICK,MD
092C03617,UNARMED ROBBERY,09-MAR-09,CAPTURED,200 N PATTERSON,BALTIMORE,MD
09-1C2633,HOMICIDE,07-MAR-09,CAPTURED,3903 LUMA ST,RANDALLSTOWN,MD
094C00864,AGGRAVATED ASSAULT,03-MAR-09,CAPTURED,2624 LLEWELYN AVE,BALTIMORE,MD
094B12280,ARMED ROBBERY,27-FEB-09,CAPTURED,915 N. MONTFORD,BALTIMORE,MD
098B10409,UNARMED ROBBERY,23-FEB-09,CAPTURED,1010 WALNUT AVE,BALTIMORE,MD
097B09589,AGGRAVATED ASSAULT,22-FEB-09,CAPTURED,403 POPLAR GROVE ST,BALTIMORE,MD
096B8657,ARMED ROBBERY,19-FEB-09,CAPTURED,1900 HAVENHILL AVE,BALTIMORE,MD
096B5942,AGGRAVATED ASSAULT,19-FEB-09,CAPTURED,3957 PENHURST,BALTIMORE,MD
092B08055,UNARMED ROBBERY,18-FEB-09,CAPTURED,22609 2429 ANNOR CT,BALTIMORE,MD
092B08055,ARMED ROBBERY,18-FEB-09,CAPTURED, 2429 ANNOR COURT,BALTIMORE,MD
099B07228,HOMICIDE,16-FEB-09,CAPTURED, 715 BUXTON ST,MARTINSBURG,WV
096B1678,ARMED ROBBERY,04-FEB-09,CAPTURED, 3927 CLARKS LANE APT A,BALTIMORE,MD
098A10883,UNARMED ROBBERY,26-JAN-09,CAPTURED, 409 THORNFIELD ROAD,BALTIMORE,MD
099A10374,AGGRAVATED ASSAULT,24-JAN-09,CAPTURED,2707 FISK AVE.,BALTIMORE,MD
096A9997,ARMED ROBBERY,23-JAN-09,CAPTURED,3707 WOODBINE AVENUE,BALTIMORE,MD
099A09978,ARMED ROBBERY,23-JAN-09,CAPTURED, 665 WASHINGTON BLVD,BALTIMORE,MD
098A9073,UNARMED ROBBERY,21-JAN-09,CAPTURED, 4705 AMBERLEY ROAD,BALTIMORE,MD
097A08217,RAPE,19-JAN-09,CAPTURED,5300 CORDELIA,BALTIMORE,MD
093A07558,ARMED ROBBERY,18-JAN-09,CAPTURED,2524 E. OLIVER ST,BALTIMORE,MD
099A06522,ARMED ROBBERY,15-JAN-09,CAPTURED,1152 SARGENT ST,BALTIMORE,MD
094A06135,ARMED ROBBERY,14-JAN-09,CAPTURED,5005 CONANT WAY APT A,BALTIMORE,MD
90141402,LARCENY,14-JAN-09,CAPTURED,710 DUNCAN ST,BALTIMORE,MD
096A4588,UNARMED ROBBERY,11-JAN-09,CAPTURED,618 CUMBERLAND,BALTIMORE,MD
091A4167,ARMED ROBBERY,10-JAN-09,CAPTURED,1101 PENNSYLVANIA AVE,BALTIMORE,MD
095A3451,ARMED ROBBERY,09-JAN-09,CAPTURED,2341 BOSTON ST,BALTIMORE,MD
093A02667,HOMICIDE,07-JAN-09,CAPTURED,3620 BONVIEW AVE,BALTIMORE,MD
09-4A2006,ARMED ROBBERY,06-JAN-09,CAPTURED,3604 MOTEREY RD,BALTIMORE,MD
087K10456,WITNESS LOCATION,05-JAN-09,CAPTURED,1509 INGELSIDE AVE,BALTIMORE,MD
093A1261,ARMED ROBBERY,03-JAN-09,CAPTURED,501 MCELDERRY ST APT.101,BALTIMORE,MD
086L12948,HOMICIDE,30-DEC-08,CAPTURED,1219 NORTH VIEW ROAD,BALTIMORE,MD
089L12022,BURGLARY,28-DEC-08,CAPTURED,816 SEAGULL RD,BALTIMORE,MD
089L9648,ARMED ROBBERY,22-DEC-08,CAPTURED,501 ARSAN 3 SUSPECTS,BALTIMORE,MD
087L8450,ARMED ROBBERY,19-DEC-08,CAPTURED,1300 N MOUNT,BALTIMORE,MD
08-6L8311,UNARMED ROBBERY,18-DEC-08,CAPTURED,6613 EBERLE DR APT.101,BALTIMORE,MD
081L07999,ARMED ROBBERY,18-DEC-08,CAPTURED,211 W. SARATOGA ST,BALTIMORE,MD
089L07908,ARMED ROBBERY,17-DEC-08,CAPTURED,208 HARMISON,BALTIMORE,MD
089L06558,ARMED ROBBERY,15-DEC-08,CAPTURED,3607 SPRINGDALE,BALTIMORE,MD
082L111,ARMED ROBBERY,13-DEC-08,CAPTURED,106 S CONKLING ST,BALTIMORE,MD
085L5223,ARMED ROBBERY,11-DEC-08,CAPTURED,2632 RIDGELY STREET,BALTIMORE,MD
087L00497,ARMED ROBBERY,01-DEC-08,CAPTURED,716 MT. HOLLY,BALTIMORE,MD
088K12393,OTHER,28-NOV-08,CAPTURED,400 MACON,BALTIMORE,MD
089K11497,UNARMED ROBBERY,25-NOV-08,CAPTURED,736A VINE ST.,BALTIMORE,MD
083K10144,AGGRAVATED ASSAULT,22-NOV-08,CAPTURED,1216 E. EAGER ST 112308,BALTIMORE,MD
085K9850,ARMED ROBBERY,21-NOV-08,CAPTURED,509 E. 27TH STREET,BALTIMORE,MD
089K6953,AGGRAVATED ASSAULT,15-NOV-08,CAPTURED,1600 MOSHER,BALTIMORE,MD
089K06693,ARMED ROBBERY,15-NOV-08,CAPTURED,1600 BENTALOU ST,BALTIMORE,MD
082K06104,AGGRAVATED ASSAULT,13-NOV-08,CAPTURED,415 N. BRADFORD STREET,BALTIMORE,MD
087K00398,HOMICIDE,01-NOV-08,CAPTURED,2690 WILKENS AVE,BALTIMORE,MD
085J11789,ARMED ROBBERY,24-OCT-08,CAPTURED,3816 ELKADER RD,BALTIMORE,MD
088J11668,BURGLARY,24-OCT-08,CAPTURED,1000 COLEBRIDGE CT,BALTIMORE,MD
089J5426,UNARMED ROBBERY,11-OCT-08,CAPTURED,3307 OAKFIELD ,BALTIMORE,MD
081I14584,RAPE,29-SEP-08,CAPTURED,1307 ST. PAUL ST.,BALTIMORE,MD
081I14064,UNARMED ROBBERY,27-SEP-08,CAPTURED,300 LAURENS ST,BALTIMORE,MD
089I6990,ARMED ROBBERY,13-SEP-08,CAPTURED,3 LYDIA CT,BALTIMORE,MD
084I06452,ARMED ROBBERY,12-SEP-08,CAPTURED,900 N DUKELAND,BALTIMORE,MD
086I05446,ARMED ROBBERY,11-SEP-08,CAPTURED,2111 GARRISON BLVD APT. 234,BALTIMORE,MD
084I02216,UNARMED ROBBERY,04-SEP-08,CAPTURED,4205 ERDMAN,BALTIMORE,MD
086H12189,AGGRAVATED ASSAULT,24-AUG-08,CAPTURED,7239 FAIRBROOKE RD,BALTIMORE,MD
083H10178,AGGRAVATED ASSAULT,20-AUG-08,CAPTURED,4516 PARKSIDE,BALTIMORE,MD
085H07842,ARMED ROBBERY,16-AUG-08,CAPTURED,304 E. 27TH. STREET,BALTIMORE,MD
084H02463,UNARMED ROBBERY,05-AUG-08,TARGET C,4506 WOODLEA AVE,BALTIMORE,MD
089G15410,OTHER,30-JUL-08,CAPTURED,1229 GLYNDON AVE,BALTIMORE,MD
086G15200,AGGRAVATED ASSAULT,30-JUL-08,TARGET C,6314 GREENSPRING AVE,BALTIMORE,MD
087G14837,ARMED ROBBERY,29-JUL-08,CAPTURED,900 N PAYSON,BALTIMORE,MD
081G14842,ARMED ROBBERY,29-JUL-08,PHONE CA,7600 PRESTON DR.,LANDOVER,MD
083G07884,ARMED ROBBERY,16-JUL-08,CAPTURED,700 MELLOW CT,BALTIMORE,MD
087G07572,SHOOTING,15-JUL-08,CAPTURED,1200 PENNSYLVANIA AVE APT 11,BALTIMORE,MD
086G07183,ARMED ROBBERY,14-JUL-08,CAPTURED,5200 BEAUFORT,BALTIMORE,MD
085G6261,ARMED ROBBERY,12-JUL-08,CAPTURED,1900  GREENMONT AVE,BALTIMORE,MD
082G04648,ARMED ROBBERY,09-JUL-08,CAPTURED,819 PONTIAC,BALTIMORE,MD
085G04287,UNARMED ROBBERY,09-JUL-08,CAPTURED,626 BARTLETT ST.,BALTIMORE,MD
086G04180,ARMED ROBBERY,09-JUL-08,CAPTURED,2300 OCALA AVE,BALTIMORE,MD
081G04138,ARMED ROBBERY,09-JUL-08,CAPTURED,6901 SECURITY BLVD.,BALTIMORE,MD
084G02408,UNARMED ROBBERY,05-JUL-08,CAPTURED,5700 WILLOWTON AVE,BALTIMORE,MD
083G00589,ARMED ROBBERY,02-JUL-08,CAPTURED,700 W SARATOGA,BALTIMORE,MD
084F12507,OTHER,24-JUN-08,CAPTURED,140 W. WEST STREET,BALTIMORE,MD
087F05874,HOMICIDE,12-JUN-08,CAPTURED,662 COKESBERRY,BALTIMORE,MD
089E09114,UNARMED ROBBERY,18-MAY-08,CAPTURED,3719 EVERETT STREET,BALTIMORE,MD
084E07828,UNARMED ROBBERY,15-MAY-08,TARGET C,3036 PINEWOOD,BALTIMORE,MD
084E06437,UNARMED ROBBERY,13-MAY-08,TARGET C,3036 PINEWOOD,BALTIMORE,MD
081E04421,ARMED ROBBERY,09-MAY-08,TARGET C,810 SEAGULL AVE,BALTIMORE,MD
082E04413,ARMED ROBBERY,09-MAY-08,CAPTURED,2414 BRIDGEHAMPTON APT. I,BALTIMORE,MD
081D14289,UNARMED ROBBERY,27-APR-08,CAPTURED,1803 RAMSAY STREET,BALTIMORE,MD
085D11620,BURGLARY,22-APR-08,CAPTURED,5801 ARIZONA,BALTIMORE,MD
084D08137,ARMED ROBBERY,15-APR-08,TARGET C,900 BENNETT PLACE,BALTIMORE,MD
088D03086,ARMED ROBBERY,06-APR-08,CAPTURED,2840 SISSON ST.,BALTIMORE,MD
082C14477,ARMED ROBBERY,29-MAR-08,TARGET C,2706 BERYL AVE,BALTIMORE,MD
087C13554,UNARMED ROBBERY,27-MAR-08,TARGET C,1149 N. STRICKER STREET,BALTIMORE,MD
089C02646,UNARMED ROBBERY,06-MAR-08,TARGET C,2100 BARCLAY ST,BALTIMORE,MD
084B6503,UNARMED ROBBERY,15-FEB-08,TARGET C,5303 SIPPLE AVE,BALTIMORE,MD
084B03941,ARMED ROBBERY,08-FEB-08,TARGET C,102 W. 26TH STREET,BALTIMORE,MD
084B01640,ARMED ROBBERY,04-FEB-08,TARGET C,2608 QUEENSGRANT DRIVE,BALTIMORE,MD
085A14741,ARMED ROBBERY,31-JAN-08,TARGET C,838 E BELVEDERE,BALTIMORE,MD
088A13270,ARMED ROBBERY,28-JAN-08,TARGET C,1046 ROCKHILL ROAD,BALTIMORE,MD
087A11602,ARMED ROBBERY,24-JAN-08,TARGET C,1132 GILMORE,BALTIMORE,MD
085A09544,UNARMED ROBBERY,20-JAN-08,TARGET C,817 N AISQUITH,BALTIMORE,MD
099A1270,ARMED ROBBERY,03-JAN-08,CAPTURED,709 DENNISON ST,BALTIMORE,MD
078L9415,ARMED ROBBERY,21-DEC-07,CAPTURED,3200 MONUMENT ST,BALTIMORE,MD
076L06799,HOMICIDE,14-DEC-07,CAPTURED,1113 INDO PLACE,GREATER LANDOVER,MD
076L6799,HOMICIDE,14-DEC-07,CAPTURED,6100 SECURITY BLVD,BALTIMORE,MD
074L02146,ARMED ROBBERY,05-DEC-07,CAPTURED,936 WILMONT COURT,BALTIMORE,MD
074I08488,OTHER,16-SEP-07,CAPTURED,2111 EAGLE STREET,BALTIMORE,MD
073F04441,HOMICIDE,09-JUN-07,CAPTURED,602 MONRONIA AVE,BALTIMORE,MD
072E8695,HOMICIDE,17-MAY-07,CAPTURED,4600 W. NORTHERN PWKY,BALTIMORE,MD
075C12054,BURGLARY,25-MAR-07,CAPTURED,2808 THE ALAMEDA,BALTIMORE,MD
983B11985,OTHER,09-FEB-07,CAPTURED,3500 PARKSIDE AVE,BALTIMORE,MD
074A03791,HOMICIDE,08-JAN-07,CAPTURED,5523 SEFTON AVE,BALTIMORE,MD
